# Time, Pressure, Pressure_err
5.85586, 5.90167, 5.78001
5.87588, 5.89908, 5.78001
5.8959, 5.83075, 5.78001
5.91592, 5.91306, 5.78001
5.93594, 5.94344, 5.78001
5.95596, 5.97178, 5.78001
5.97598, 5.90498, 5.78001
5.996, 6.08271, 5.78001
6.01602, 6.0394, 5.78001
6.03604, 6.12438, 5.78001
6.05606, 6.05381, 5.78001
6.07608, 6.05487, 5.78001
6.0961, 6.02862, 5.78001
6.11612, 6.13832, 5.78001
6.13614, 6.13305, 5.78001
6.15616, 6.11448, 5.78001
6.17618, 6.21074, 5.78001
6.1962, 6.19606, 5.78001
6.21622, 6.21924, 5.78001
6.23624, 6.16163, 5.78001
6.25626, 6.35133, 5.78001
6.27628, 6.22141, 5.78001
6.2963, 6.37992, 5.78001
6.31632, 6.35283, 5.78001
6.33634, 6.35805, 5.78001
6.35636, 6.3869, 5.78001
6.37638, 6.37744, 5.78001
6.3964, 6.40029, 5.78001
6.41642, 6.40621, 5.78001
6.43644, 6.48588, 5.78001
6.45646, 6.47967, 5.78001
6.47648, 6.4527, 5.78001
6.4965, 6.57512, 5.78001
6.51652, 6.50617, 5.78001
6.53654, 6.55141, 5.78001
6.55656, 6.55426, 5.78001
6.57658, 6.56933, 5.78001
6.5966, 6.58502, 5.78001
6.61662, 6.67123, 5.78001
6.63664, 6.63965, 5.78001
6.65666, 6.64552, 5.78001
6.67668, 6.67748, 5.78001
6.6967, 6.79148, 5.78001
6.71672, 6.66896, 5.78001
6.73674, 6.73526, 5.78001
6.75676, 6.69498, 5.78001
6.77678, 6.8369, 5.78001
6.7968, 6.8281, 5.78001
6.81682, 6.78059, 5.78001
6.83684, 6.89337, 5.78001
6.85686, 6.90794, 5.78001
6.87688, 6.80767, 5.78001
6.8969, 6.91133, 5.78001
6.91692, 6.94516, 5.78001
6.93694, 6.98401, 5.78001
6.95696, 6.9938, 5.78001
6.97698, 6.91403, 5.78001
6.997, 7.07216, 5.78001
7.01702, 6.97381, 5.78001
7.03704, 7.01103, 5.78001
7.05706, 7.02004, 5.78001
7.07708, 7.08273, 5.78001
7.0971, 7.10829, 5.78001
7.11712, 7.07099, 5.78001
7.13714, 7.04923, 5.78001
7.15716, 7.16671, 5.78001
7.17718, 7.22991, 5.78001
7.1972, 7.25204, 5.78001
7.21722, 7.20886, 5.78001
7.23724, 7.23898, 5.78001
7.25726, 7.24289, 5.78001
7.27728, 7.38016, 5.78001
7.2973, 7.33783, 5.78001
7.31732, 7.31508, 5.78001
7.33734, 7.25604, 5.78001
7.35736, 7.40639, 5.78001
7.37738, 7.34934, 5.78001
7.3974, 7.34733, 5.78001
7.41742, 7.43968, 5.78001
7.43744, 7.50899, 5.78001
7.45746, 7.40756, 5.78001
7.47748, 7.37926, 5.78001
7.4975, 7.52661, 5.78001
7.51752, 7.52336, 5.78001
7.53754, 7.5128, 5.78001
7.55756, 7.5315, 5.78001
7.57758, 7.65582, 5.78001
7.5976, 7.65515, 5.78001
7.61762, 7.58459, 5.78001
7.63764, 7.64629, 5.78001
7.65766, 7.67024, 5.78001
7.67768, 7.6197, 5.78001
7.6977, 7.67579, 5.78001
7.71772, 7.78624, 5.78001
7.73774, 7.67543, 5.78001
7.75776, 7.79238, 5.78001
7.77778, 7.76305, 5.78001
7.7978, 7.82753, 5.78001
7.81782, 7.91062, 5.78001
7.83784, 7.82881, 5.78001
7.85786, 7.77334, 5.78001
7.87788, 7.87571, 5.78001
7.8979, 7.81389, 5.78001
7.91792, 7.81972, 5.78001
7.93794, 7.88045, 5.78001
7.95796, 7.82218, 5.78001
7.97798, 7.98435, 5.78001
7.998, 8.03962, 5.78001
8.01802, 8.02189, 5.78001
8.03804, 8.00134, 5.78001
8.05806, 8.08593, 5.78001
8.07808, 8.03393, 5.78001
8.0981, 8.10115, 5.78001
8.11812, 8.10936, 5.78001
8.13814, 8.12378, 5.78001
8.15816, 8.18203, 5.78001
8.17818, 8.11973, 5.78001
8.1982, 8.11233, 5.78001
8.21822, 8.11724, 5.78001
8.23824, 8.24614, 5.78001
8.25826, 8.29224, 5.78001
8.27828, 8.25867, 5.78001
8.2983, 8.18445, 5.78001
8.31832, 8.34343, 5.78001
8.33834, 8.42172, 5.78001
8.35836, 8.37944, 5.78001
8.37838, 8.35922, 5.78001
8.3984, 8.3738, 5.78001
8.41842, 8.44264, 5.78001
8.43844, 8.37997, 5.78001
8.45846, 8.38464, 5.78001
8.47848, 8.55202, 5.78001
8.4985, 8.48446, 5.78001
8.51852, 8.52394, 5.78001
8.53854, 8.4745, 5.78001
8.55856, 8.54628, 5.78001
8.57858, 8.5733, 5.78001
8.5986, 8.5811, 5.78001
8.61862, 8.59225, 5.78001
8.63864, 8.64077, 5.78001
8.65866, 8.66091, 5.78001
8.67868, 8.69889, 5.78001
8.6987, 8.70882, 5.78001
8.71872, 8.73144, 5.78001
8.73874, 8.82976, 5.78001
8.75876, 8.81882, 5.78001
8.77878, 8.76391, 5.78001
8.7988, 8.77244, 5.78001
8.81882, 8.79075, 5.78001
8.83884, 8.88985, 5.78001
8.85886, 8.8229, 5.78001
8.87888, 8.99816, 5.78001
8.8989, 9.00547, 5.78001
8.91892, 8.84235, 5.78001
8.93894, 8.89162, 5.78001
8.95896, 8.92202, 5.78001
8.97898, 8.96485, 5.78001
8.999, 9.03967, 5.78001
9.01902, 8.95743, 5.78001
9.03904, 9.11239, 5.78001
9.05906, 9.07657, 5.78001
9.07908, 9.0248, 5.78001
9.0991, 9.07741, 5.78001
9.11912, 9.16914, 5.78001
9.13914, 9.16592, 5.78001
9.15916, 9.23667, 5.78001
9.17918, 9.19155, 5.78001
9.1992, 9.16262, 5.78001
9.21922, 9.21608, 5.78001
9.23924, 9.16151, 5.78001
9.25926, 9.23199, 5.78001
9.27928, 9.28245, 5.78001
9.2993, 9.31878, 5.78001
9.31932, 9.25404, 5.78001
9.33934, 9.42512, 5.78001
9.35936, 9.40169, 5.78001
9.37938, 9.51915, 5.78001
9.3994, 9.36489, 5.78001
9.41942, 9.42708, 5.78001
9.43944, 9.45431, 5.78001
9.45946, 9.45651, 5.78001
9.47948, 9.51781, 5.78001
9.4995, 9.42595, 5.78001
9.51952, 9.54002, 5.78001
9.53954, 9.54482, 5.78001
9.55956, 9.58399, 5.78001
9.57958, 9.60696, 5.78001
9.5996, 9.54944, 5.78001
9.61962, 9.5989, 5.78001
9.63964, 9.65161, 5.78001
9.65966, 9.60921, 5.78001
9.67968, 9.74923, 5.78001
9.6997, 9.75501, 5.78001
9.71972, 9.72318, 5.78001
9.73974, 9.78823, 5.78001
9.75976, 9.75708, 5.78001
9.77978, 9.83309, 5.78001
9.7998, 9.70684, 5.78001
9.81982, 9.6796, 5.78001
9.83984, 9.88789, 5.78001
9.85986, 9.94518, 5.78001
9.87988, 9.84398, 5.78001
9.8999, 9.90478, 5.78001
9.91992, 9.90036, 5.78001
9.93994, 9.96087, 5.78001
9.95996, 9.94618, 5.78001
9.97998, 9.96571, 5.78001
10, 10.0217, 5.78001
