# Time, Pressure, Pressure_err
5.85586, 5.79286, 5.78034
5.87588, 5.8003, 5.78034
5.8959, 5.98216, 5.78034
5.91592, 5.84409, 5.78034
5.93594, 5.80917, 5.78034
5.95596, 5.90466, 5.78034
5.97598, 5.89697, 5.78034
5.996, 6.09744, 5.78034
6.01602, 6.02611, 5.78034
6.03604, 6.03374, 5.78034
6.05606, 5.97525, 5.78034
6.07608, 6.07832, 5.78034
6.0961, 6.13542, 5.78034
6.11612, 6.11577, 5.78034
6.13614, 6.13807, 5.78034
6.15616, 6.04052, 5.78034
6.17618, 6.16622, 5.78034
6.1962, 6.16876, 5.78034
6.21622, 6.17508, 5.78034
6.23624, 6.20535, 5.78034
6.25626, 6.3279, 5.78034
6.27628, 6.33348, 5.78034
6.2963, 6.333, 5.78034
6.31632, 6.31803, 5.78034
6.33634, 6.29698, 5.78034
6.35636, 6.39665, 5.78034
6.37638, 6.38791, 5.78034
6.3964, 6.44161, 5.78034
6.41642, 6.37599, 5.78034
6.43644, 6.40283, 5.78034
6.45646, 6.5148, 5.78034
6.47648, 6.43116, 5.78034
6.4965, 6.48095, 5.78034
6.51652, 6.42945, 5.78034
6.53654, 6.55581, 5.78034
6.55656, 6.62361, 5.78034
6.57658, 6.5205, 5.78034
6.5966, 6.5516, 5.78034
6.61662, 6.6808, 5.78034
6.63664, 6.60825, 5.78034
6.65666, 6.52719, 5.78034
6.67668, 6.71599, 5.78034
6.6967, 6.78116, 5.78034
6.71672, 6.70914, 5.78034
6.73674, 6.77392, 5.78034
6.75676, 6.70353, 5.78034
6.77678, 6.77267, 5.78034
6.7968, 6.77718, 5.78034
6.81682, 6.80985, 5.78034
6.83684, 6.77522, 5.78034
6.85686, 6.91779, 5.78034
6.87688, 6.89725, 5.78034
6.8969, 6.91705, 5.78034
6.91692, 6.9692, 5.78034
6.93694, 6.87235, 5.78034
6.95696, 7.07937, 5.78034
6.97698, 7.02158, 5.78034
6.997, 6.97296, 5.78034
7.01702, 6.97643, 5.78034
7.03704, 7.03863, 5.78034
7.05706, 7.03815, 5.78034
7.07708, 7.02152, 5.78034
7.0971, 7.15226, 5.78034
7.11712, 7.07114, 5.78034
7.13714, 7.17774, 5.78034
7.15716, 7.17013, 5.78034
7.17718, 7.10262, 5.78034
7.1972, 7.16068, 5.78034
7.21722, 7.35761, 5.78034
7.23724, 7.28182, 5.78034
7.25726, 7.27276, 5.78034
7.27728, 7.32644, 5.78034
7.2973, 7.31205, 5.78034
7.31732, 7.36353, 5.78034
7.33734, 7.31511, 5.78034
7.35736, 7.39661, 5.78034
7.37738, 7.30597, 5.78034
7.3974, 7.45821, 5.78034
7.41742, 7.46409, 5.78034
7.43744, 7.48414, 5.78034
7.45746, 7.4562, 5.78034
7.47748, 7.44537, 5.78034
7.4975, 7.46199, 5.78034
7.51752, 7.54817, 5.78034
7.53754, 7.57615, 5.78034
7.55756, 7.53433, 5.78034
7.57758, 7.6088, 5.78034
7.5976, 7.64869, 5.78034
7.61762, 7.57764, 5.78034
7.63764, 7.6093, 5.78034
7.65766, 7.69573, 5.78034
7.67768, 7.60468, 5.78034
7.6977, 7.71059, 5.78034
7.71772, 7.68095, 5.78034
7.73774, 7.66463, 5.78034
7.75776, 7.80948, 5.78034
7.77778, 7.78988, 5.78034
7.7978, 7.78646, 5.78034
7.81782, 7.7328, 5.78034
7.83784, 7.83171, 5.78034
7.85786, 7.84722, 5.78034
7.87788, 7.84211, 5.78034
7.8979, 7.82692, 5.78034
7.91792, 7.90484, 5.78034
7.93794, 8.00867, 5.78034
7.95796, 7.85444, 5.78034
7.97798, 7.92492, 5.78034
7.998, 7.96955, 5.78034
8.01802, 8.01379, 5.78034
8.03804, 8.02247, 5.78034
8.05806, 8.0651, 5.78034
8.07808, 8.02434, 5.78034
8.0981, 8.00369, 5.78034
8.11812, 8.12613, 5.78034
8.13814, 8.10592, 5.78034
8.15816, 8.06708, 5.78034
8.17818, 8.08908, 5.78034
8.1982, 8.26011, 5.78034
8.21822, 8.30256, 5.78034
8.23824, 8.28836, 5.78034
8.25826, 8.32355, 5.78034
8.27828, 8.1965, 5.78034
8.2983, 8.23396, 5.78034
8.31832, 8.23725, 5.78034
8.33834, 8.38761, 5.78034
8.35836, 8.34369, 5.78034
8.37838, 8.46757, 5.78034
8.3984, 8.40461, 5.78034
8.41842, 8.43381, 5.78034
8.43844, 8.47446, 5.78034
8.45846, 8.41278, 5.78034
8.47848, 8.48902, 5.78034
8.4985, 8.45156, 5.78034
8.51852, 8.52814, 5.78034
8.53854, 8.60518, 5.78034
8.55856, 8.60517, 5.78034
8.57858, 8.49651, 5.78034
8.5986, 8.64471, 5.78034
8.61862, 8.71913, 5.78034
8.63864, 8.53833, 5.78034
8.65866, 8.64791, 5.78034
8.67868, 8.69125, 5.78034
8.6987, 8.76557, 5.78034
8.71872, 8.81962, 5.78034
8.73874, 8.77177, 5.78034
8.75876, 8.77399, 5.78034
8.77878, 8.79157, 5.78034
8.7988, 8.81438, 5.78034
8.81882, 8.79436, 5.78034
8.83884, 8.80391, 5.78034
8.85886, 8.89071, 5.78034
8.87888, 8.94311, 5.78034
8.8989, 8.96692, 5.78034
8.91892, 8.95554, 5.78034
8.93894, 8.98904, 5.78034
8.95896, 8.92499, 5.78034
8.97898, 8.98075, 5.78034
8.999, 8.95503, 5.78034
9.01902, 9.03381, 5.78034
9.03904, 8.91056, 5.78034
9.05906, 9.04184, 5.78034
9.07908, 9.03971, 5.78034
9.0991, 9.12682, 5.78034
9.11912, 9.06852, 5.78034
9.13914, 9.15409, 5.78034
9.15916, 9.06717, 5.78034
9.17918, 9.21148, 5.78034
9.1992, 9.17244, 5.78034
9.21922, 9.19914, 5.78034
9.23924, 9.29006, 5.78034
9.25926, 9.29695, 5.78034
9.27928, 9.25352, 5.78034
9.2993, 9.27599, 5.78034
9.31932, 9.42179, 5.78034
9.33934, 9.28639, 5.78034
9.35936, 9.43356, 5.78034
9.37938, 9.32971, 5.78034
9.3994, 9.37801, 5.78034
9.41942, 9.50213, 5.78034
9.43944, 9.37376, 5.78034
9.45946, 9.4722, 5.78034
9.47948, 9.54419, 5.78034
9.4995, 9.43937, 5.78034
9.51952, 9.62544, 5.78034
9.53954, 9.48841, 5.78034
9.55956, 9.53547, 5.78034
9.57958, 9.65776, 5.78034
9.5996, 9.62234, 5.78034
9.61962, 9.62917, 5.78034
9.63964, 9.66306, 5.78034
9.65966, 9.61779, 5.78034
9.67968, 9.78312, 5.78034
9.6997, 9.72056, 5.78034
9.71972, 9.72536, 5.78034
9.73974, 9.77262, 5.78034
9.75976, 9.72371, 5.78034
9.77978, 9.65687, 5.78034
9.7998, 9.77172, 5.78034
9.81982, 9.87659, 5.78034
9.83984, 9.88173, 5.78034
9.85986, 9.8264, 5.78034
9.87988, 9.91043, 5.78034
9.8999, 9.97004, 5.78034
9.91992, 9.86538, 5.78034
9.93994, 10.0688, 5.78034
9.95996, 10.0493, 5.78034
9.97998, 10.0508, 5.78034
10, 9.96104, 5.78034
